case,K,R,P,protocol,lam,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,admissible,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,n5_gt,n6_gt,n7_gt,n_atoms_gt,n_atoms_init_recon,atom_recon_err,ring_l1_init,tau_init_57,nx_sweep,Ef_rel
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,0.01,862,256,100,0.00392156862745098,0.06977967101370716,0.05272150892777768,0.24445747361833595,True,19800,True,1.3188728273969376e-16,59.219246322452115,0.0006604062514746697,0.8475612651096971,False,862,863,2,1,357,2,1,356,1.0,12,11,1,351,0,862,862,0.0,0.027932960893854747,3.0,256,
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,0.01,862,384,148,0.0026109660574412533,0.07045906146229507,0.05188772398836899,0.26357628229073427,True,14200,True,2.6377456547938753e-16,69.02259477282928,0.0006685899395879362,0.8593735573429576,False,862,864,1,1,355,1,0,358,0.5,11,19,1,351,0,862,862,0.0,0.01675977653631285,2.0,384,
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,0.01,862,512,198,0.0019569471624266144,0.07134637956727845,0.05200050540198397,0.2711542517311848,True,14400,True,1.3188728273969376e-16,72.68267960951756,0.0003748439334685742,0.8633651252957242,False,862,864,1,0,351,1,1,360,2.0,12,19,1,351,0,862,862,0.0,0.0,1.0,512,
T4_low_angle_gb,K2,R2,P3,K2/R2/P3,0.01,862,768,296,0.001303780964797914,0.07138179355115518,0.05175822864379006,0.2749099445547281,True,13000,True,1.3188728273969376e-16,75.34628888802385,0.0003365435632004648,0.8654760279180921,False,862,863,1,1,358,1,1,356,1.0,11,11,1,351,0,862,862,0.0,0.025139664804469275,2.0,768,-0.3333292805104495
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,0.01,862,256,100,0.00392156862745098,0.05266296765336185,0.05257506581949845,0.0016691393930168108,True,1000,True,2.6377456547938753e-16,4.149597097740651,0.026585428937979754,0.11570169255255014,False,862,674,2,1,357,1,0,256,0.3333333333333333,14,93,1,351,0,862,862,0.0,0.036312849162011177,3.0,256,
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,0.01,862,384,148,0.0026109660574412533,0.05184443797139071,0.05173853696863545,0.0020426685465025026,True,800,True,1.3188728273969376e-16,5.155321264371552,0.001639797353062392,0.12731980359496706,False,862,732,1,0,345,0,0,287,0.0,11,88,1,351,0,862,862,0.0,0.019553072625698324,1.0,384,
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,0.01,862,512,198,0.0019569471624266144,0.051910248013954705,0.05184453763347502,0.001265846012949534,True,800,True,2.6377456547938753e-16,4.1729200848024295,0.0005091478017570758,0.10055206214923385,False,862,731,1,0,360,0,0,288,0.0,12,96,1,351,0,862,862,0.0,0.025139664804469275,1.0,512,
T4_low_angle_gb,K3,R2,P3,K3/R2/P3,0.01,862,768,296,0.001303780964797914,0.05165362752086976,0.051602121499812525,0.000997142379524497,True,800,True,1.3188728273969376e-16,3.7815985774979124,0.00032261754693234667,0.08944027029631858,False,862,735,1,1,352,0,0,284,0.0,11,95,1,351,0,862,862,0.0,0.008379888268156424,2.0,768,-0.33449973974146685
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,0.01,862,256,100,0.00392156862745098,0.05266296765336185,0.05257506581949845,0.0016691393930168108,True,1000,True,2.6377456547938753e-16,4.149597097740651,0.026585428937979754,0.11570169255255014,False,862,674,2,1,357,1,0,256,0.3333333333333333,14,93,1,351,0,862,862,0.0,0.036312849162011177,3.0,256,
T4_low_angle_gb,K3,R2,P4,K3/R2/P4,0.01,862,384,148,0.0026109660574412533,0.05184443797139071,0.05173853696863545,0.0020426685465025026,True,800,True,1.3188728273969376e-16,5.155321264371552,0.001639797353062392,0.12731980359496706,False,862,732,1,0,345,0,0,287,0.0,11,88,1,351,0,862,862,0.0,0.019553072625698324,1.0,384,
