case,K,R,P,protocol,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,seed,Ef_rel
T5_high_angle_gb,K1,R2,P3,K1/R2/P3,861,110,42,0.009174311926605505,0.05794583395361213,0.05401131603236675,0.06789992744595082,False,300,1.3204046192986763e-16,14.26447391639268,0.01127762587379252,0.3519610667052784,False,1591,1704,0,0,0,0,0,0,1.0,935,987,0,-0.3453102645626796
T5_high_angle_gb,K1,R2,P4,K1/R2/P4,861,110,42,0.009174311926605505,0.06766316713782385,0.06575038167096993,0.02826922752459611,False,300,1.3204046192986763e-16,11.119248315862293,0.06791131849783005,0.29682538161410416,False,1591,1830,0,0,0,0,0,0,1.0,935,1007,0,-0.6132803838043795
T5_high_angle_gb,K2,R2,P1,K2/R2/P1,861,110,42,0.009174311926605505,1676025898949.4426,2.2602564968542074e+30,-1.3485808890369587e+18,False,200,0.0,143461.2140354898,0.26173889899991304,24969.799898335692,False,1144,1352,0,0,0,0,0,0,1.0,927,880,0,-0.00943637946107302
T5_high_angle_gb,K2,R2,P2,K2/R2/P2,861,110,42,0.009174311926605505,82972.79808507783,93375529694214.39,-1125375204.479631,False,200,0.0,206.70274726003993,0.42333249785408766,179.9202082550734,False,760,801,0,0,0,0,0,0,1.0,668,660,0,1.087373667956588e+17
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,861,110,42,0.009174311926605505,0.0645055949911548,0.05304640494973766,0.17764645133477885,False,300,0.0,26.96938445506109,0.26173889899991304,0.6481041393462541,False,945,1502,0,0,0,0,0,0,1.0,811,949,0,-0.34083539781855093
T5_high_angle_gb,K2,R2,P4,K2/R2/P4,861,110,42,0.009174311926605505,0.0791879293391286,0.07005148159604782,0.11537677294165907,False,300,0.0,23.025539957460786,0.3892057068164533,0.6102890164644196,False,944,1586,0,0,0,0,0,0,1.0,811,913,0,-0.25004326823240003
T5_high_angle_gb,K3,R2,P1,K3/R2/P1,861,110,42,0.009174311926605505,2269478796057.06,8.415352620099938e+32,-3.7080551863804926e+20,False,200,0.0,146030.25398646205,0.29330794854978814,43113.3810164319,False,1154,1281,0,0,0,0,0,0,1.0,901,924,0,50.59894077967026
T5_high_angle_gb,K3,R2,P2,K3/R2/P2,861,110,42,0.009174311926605505,145.37959929674653,214099.45074018775,-1471.692535788129,False,200,0.0,184.06838500037807,0.3249634151218498,3.900394985459701,False,752,771,0,0,0,0,0,0,1.0,665,660,0,3141710115.592441
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,861,110,42,0.009174311926605505,0.05335750529994426,0.052058891712686746,0.02433797419795925,False,300,0.0,8.877235608484225,0.2933079485497881,0.3450865339923084,False,1468,1678,0,0,0,0,0,0,1.0,909,928,0,-0.3459342552488944
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,861,110,42,0.009174311926605505,0.05335750529994426,0.052058891712686746,0.02433797419795925,False,300,0.0,8.877235608484225,0.2933079485497881,0.3450865339923084,False,1468,1678,0,0,0,0,0,0,1.0,909,928,0,-0.3454799158168399
T5_high_angle_gb,K4,R2,P1,K4/R2/P1,861,110,42,0.009174311926605505,476527514706.2857,1.0014661394029481e+30,-2.10159142651021e+18,False,200,0.0,26340.34937069434,0.1599199127162035,6333.480014097216,False,1967,1045,0,0,0,0,0,0,1.0,1055,841,0,266919.2213361716
T5_high_angle_gb,K4,R2,P2,K4/R2/P2,861,110,42,0.009174311926605505,0.016081137254665204,0.0062311084943294055,0.6125206572363695,False,300,0.0,19.27202953575802,0.12966516794243432,0.5665106031784641,False,821,841,0,0,0,0,0,0,1.0,611,525,0,nan
T5_high_angle_gb,K4,R2,P3,K4/R2/P3,861,110,42,0.009174311926605505,0.052326036404437525,0.05206812640790728,0.0049289037399434235,False,300,0.0,3.381167865553,0.1599199127162035,0.13647749418078203,False,1919,1979,0,0,0,0,0,0,1.0,1050,1141,0,-0.39776049255367774
T5_high_angle_gb,K4,R2,P4,K4/R2/P4,861,110,42,0.009174311926605505,0.052326036404437525,0.05206812640790728,0.0049289037399434235,False,300,0.0,3.381167865553,0.1599199127162035,0.13647749418078203,False,1919,1979,0,0,0,0,0,0,1.0,1050,1141,0,-0.5063436633448409
T5_high_angle_gb,K3,R1,P2,K3/R1/P2,861,110,42,0.009174311926605505,147.64940787142908,224866.01359280816,-1521.9726744899524,False,200,0.0,185.22526865092274,0.3252771944050548,3.9149859957062647,True,754,771,0,0,0,0,0,0,1.0,666,659,0,3299699401.964098
T5_high_angle_gb,K3,R3,P2,K3/R3/P2,861,110,42,0.009174311926605505,1.6306911404576954,1.6306877860880513,2.0570232834570194e-06,True,200,0.0,0.2696307246311648,0.684644927359041,0.0029094236319921044,False,0,0,0,0,0,0,0,0,1.0,0,0,0,-0.34395900375703325
