case,K,R,P,protocol,lam,n_atoms,nx,ny,dx,F_init,F_final,rel_drop,converged,steps,conservation,roughness_init,highk_init,l2_change,r1_fell_back,n_atoms_init,n_atoms_relaxed,n5_init,n7_init,n6_init,n5_relaxed,n7_relaxed,n6_relaxed,tau_57,coord_defects_init,coord_defects_relaxed,Ef_rel
T4_low_angle_gb,K4,R2,P2,K4/R2/P2,0.01,862,512,198,0.0019569471624266144,0.006408399160697814,0.0005984499526107141,0.9066147507975223,False,20000,2.6377456547938753e-16,7.247601577971397,0.015495591417396504,0.9771298133978895,False,247,29,2,2,4,0,0,0,0.0,125,5,
T4_low_angle_gb,K4,R2,P3,K4/R2/P3,0.01,862,512,198,0.0019569471624266144,0.06011926884641585,0.05229962675533039,0.13006881555831906,False,20000,2.6377456547938753e-16,7.230058716293579,0.006119525938844285,0.690795011592248,False,180,3,1,2,2,0,0,0,0.0,98,0,
T4_low_angle_gb,K4,R2,P4,K4/R2/P4,0.01,862,512,198,0.0019569471624266144,0.07846329327703397,0.07667458090191674,0.022796804727552508,False,20000,2.6377456547938753e-16,4.763323561123626,0.004570714678000769,0.3824646058884285,False,180,11,1,2,2,0,0,0,0.0,98,0,
T4_low_angle_gb,K3,R1,P2,K3/R1/P2,0.01,862,512,198,0.0019569471624266144,709.028956371086,93306924.56645283,-131597.186122061,False,200,2.6377456547938753e-16,883.2496679479931,0.007008137356060351,11.635431006518642,True,333,300,0,1,0,0,0,0,0.0,213,187,
T4_low_angle_gb,K3,R3,P2,K3/R3/P2,0.01,862,512,198,0.0019569471624266144,1.6346718131287132,1.634671812508109,3.7965066118147165e-10,True,200,2.6377456547938753e-16,0.01107951163647142,0.028488920654909617,3.899331918143493e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,
T5_high_angle_gb,K1,R2,P1,K1/R2/P1,0.01,861,512,198,0.0019569471624266144,477244970111.4474,2.4753124970799756e+26,-518667068717755.1,False,200,1.3204046192986763e-16,50838.62710279645,5.591860107304669e-05,1786.7524233082981,False,329,399,5,0,1,3,1,1,0.8,244,209,
T5_high_angle_gb,K1,R2,P2,K1/R2/P2,0.01,861,512,198,0.0019569471624266144,0.010369489068349991,0.0001263198198146766,0.9878181249835893,False,20000,1.3204046192986763e-16,24.576041094594906,6.070816272581814e-05,0.983699283546994,False,313,64,9,2,5,0,0,1,0.0,211,36,
T5_high_angle_gb,K1,R2,P3,K1/R2/P3,0.01,861,512,198,0.0019569471624266144,0.05648881002820675,0.05192655799173844,0.0807638191385201,False,20000,1.3204046192986763e-16,16.337041097711865,5.591860107304661e-05,0.6355757614271185,False,326,72,5,0,1,0,0,0,0.0,237,41,
T5_high_angle_gb,K1,R2,P4,K1/R2/P4,0.01,861,512,198,0.0019569471624266144,0.06445865513325845,0.06257494508722761,0.029223539370105675,True,6400,1.3204046192986763e-16,13.455235800809472,0.0002702017493604003,0.44440077620800705,False,326,161,5,0,1,2,2,1,0.8,237,119,
T5_high_angle_gb,K2,R2,P1,K2/R2/P1,0.01,861,512,198,0.0019569471624266144,2399331461010.1123,1.8088966600144445e+32,-7.539169512047759e+19,False,200,3.961213857896029e-16,378037.25315945357,0.0004114199417201243,58478.48800922059,False,861,868,1,0,356,55,2,37,57.0,17,415,
T5_high_angle_gb,K2,R2,P2,K2/R2/P2,0.01,861,512,198,0.0019569471624266144,2438271.6770221777,7.822413477009163e+21,-3208179609649795.0,False,200,3.961213857896029e-16,1658.6389704580338,0.025921723248085747,4547.78515108713,False,321,355,0,0,0,1,0,0,nan,230,250,
T5_high_angle_gb,K2,R2,P3,K2/R2/P3,0.01,861,512,198,0.0019569471624266144,0.07108765943564607,0.05200273821654709,0.2684702432266193,True,16800,3.961213857896029e-16,71.9270727029252,0.00041141994172012424,0.8616562343200875,False,861,861,1,0,356,2,0,357,2.0,17,15,
T5_high_angle_gb,K2,R2,P4,K2/R2/P4,0.01,861,512,198,0.0019569471624266144,0.09869621003988001,0.0853468805296083,0.13525675914888388,True,6800,3.961213857896029e-16,60.113380019930574,0.0005900189539806567,0.7471562802027917,False,861,855,1,0,356,1,0,351,1.0,17,28,
T5_high_angle_gb,K3,R2,P1,K3/R2/P1,0.01,861,512,198,0.0019569471624266144,16448013559884.691,1.4187946937786973e+44,-8.625933390759217e+30,False,200,0.0,385420.38399336644,0.0005070791568904116,8490617.855378892,False,860,809,1,0,356,21,4,15,25.0,18,430,
T5_high_angle_gb,K3,R2,P2,K3/R2/P2,0.01,861,512,198,0.0019569471624266144,30243.073455462814,1.392304790728467e+17,-4603714608498.801,False,200,0.0,1332.441064678275,0.013063809323380252,430.1305369156136,False,328,308,0,0,0,0,0,0,1.0,234,213,
T5_high_angle_gb,K3,R2,P3,K3/R2/P3,0.01,861,512,198,0.0019569471624266144,0.05191773211221365,0.05184503334537233,0.0014002685380053457,True,800,0.0,4.384271058282904,0.0005070791568904113,0.10562729271665047,False,860,714,1,0,356,0,0,279,0.0,18,104,
T5_high_angle_gb,K3,R2,P4,K3/R2/P4,0.01,861,512,198,0.0019569471624266144,0.05191773211221365,0.05184503334537233,0.0014002685380053457,True,800,0.0,4.384271058282904,0.0005070791568904113,0.10562729271665047,False,860,714,1,0,356,0,0,279,0.0,18,104,
T5_high_angle_gb,K4,R2,P1,K4/R2/P1,0.01,861,512,198,0.0019569471624266144,412345577613.3132,1.6985250111476804e+28,-4.1191784351826184e+16,False,200,1.3204046192986763e-16,7916.099482144064,0.0039863192439046225,3237.6305774539,False,198,466,5,3,1,2,1,0,0.375,100,291,
T5_high_angle_gb,K4,R2,P2,K4/R2/P2,0.01,861,512,198,0.0019569471624266144,0.005750454499528121,0.0004905809955382647,0.9146883093191118,False,20000,1.3204046192986763e-16,7.169755810612777,0.015154370977235153,0.9668699612044599,False,274,16,0,1,1,0,0,0,0.0,170,1,
T5_high_angle_gb,K4,R2,P3,K4/R2/P3,0.01,861,512,198,0.0019569471624266144,0.058535614096679685,0.05237362777631011,0.10526901298399632,False,20000,1.3204046192986763e-16,6.372327363770387,0.003986319243904621,0.6340527040127795,False,198,8,5,3,1,0,0,0,0.0,100,0,
T5_high_angle_gb,K4,R2,P4,K4/R2/P4,0.01,861,512,198,0.0019569471624266144,0.07313078171053312,0.07146089001074461,0.022834320387799093,False,20000,1.3204046192986763e-16,3.8962246217583942,0.004947210960002753,0.3733877375813216,False,198,9,5,3,1,0,0,0,0.0,100,0,
T5_high_angle_gb,K3,R1,P2,K3/R1/P2,0.01,861,512,198,0.0019569471624266144,664.5290984022217,158522111.7360325,-238547.03667315602,False,200,0.0,918.51621748889,0.0075637459316836055,11.98068067718338,True,343,303,0,0,0,0,0,0,1.0,245,204,
T5_high_angle_gb,K3,R3,P2,K3/R3/P2,0.01,861,512,198,0.0019569471624266144,1.6346714840698389,1.6346714834504736,3.7889278170529823e-10,True,200,0.0,0.011036365330608346,0.03132800185305348,3.889258436673601e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,
T0_pristine,K1,R2,P1,K1/R2/P1,0.0,1024,512,296,0.0019569471624266144,439024403821.42377,1.2927208748622138e+27,-2944530790566340.5,False,200,2.220446049250313e-16,101749.41165841807,8.625298709705085e-05,3655.795009737588,False,501,1093,0,0,0,0,3,61,nan,359,667,0.0
T0_pristine,K1,R2,P2,K1/R2/P2,0.0,1024,512,296,0.0019569471624266144,0.035061823074250195,0.0010629523986505083,0.9696834817630703,False,20000,2.220446049250313e-16,47.56341483170071,0.00015378433707662523,0.9889046758877991,False,475,3,0,0,0,0,0,0,1.0,344,0,0.0
T0_pristine,K1,R2,P3,K1/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.08818331071581764,0.0775792597019331,0.12025008958959921,True,15200,2.220446049250313e-16,29.516675048688892,8.625298709705087e-05,0.7262984244752778,False,488,7,0,0,0,0,0,0,1.0,345,0,0.0
T0_pristine,K1,R2,P4,K1/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.10273822864696276,0.0957974112038193,0.06755827440819576,True,4400,2.220446049250313e-16,25.230593203431383,0.0002880681501011456,0.6142441034478784,False,488,14,0,0,0,0,0,0,1.0,345,2,0.0
T0_pristine,K2,R2,P1,K2/R2/P1,0.0,1024,512,296,0.0019569471624266144,2664936377813.752,2.1097134262532084e+32,-7.916562075616849e+19,False,200,0.0,338285.37333026546,0.00035024802161659854,60184.41594131859,False,1024,972,0,0,435,0,0,132,1.0,0,390,0.0
T0_pristine,K2,R2,P2,K2/R2/P2,0.0,1024,512,296,0.0019569471624266144,18281897.15464534,5.858272815126426e+22,-3204411864683237.5,False,200,0.0,1408.469242921038,0.020976426174889946,4676.515926075223,False,367,386,1,0,0,0,0,0,0.0,226,234,0.0
T0_pristine,K2,R2,P3,K2/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.10031337129676889,0.07758231821942774,0.22660043006722594,True,13600,0.0,58.530914491618326,0.00035024802161659827,0.8405180231823065,False,1024,12,0,0,435,0,0,0,1.0,0,0,0.0
T0_pristine,K2,R2,P4,K2/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.12310476211907621,0.10440295598435624,0.15191781221777736,True,6800,0.0,52.77671461703944,0.0003727758338210317,0.7729956678040606,False,1024,16,0,0,435,0,0,0,1.0,0,0,0.0
T0_pristine,K3,R2,P1,K3/R2/P1,0.0,1024,512,296,0.0019569471624266144,2916900428902.881,5.828497797338849e+32,-1.99818195355098e+20,False,200,2.220446049250313e-16,344348.77101256634,0.0003444219775683165,69864.05180272425,False,1021,964,0,0,441,5,0,66,nan,0,513,0.0
T0_pristine,K3,R2,P2,K3/R2/P2,0.0,1024,512,296,0.0019569471624266144,545126.9530891606,5.213402225213625e+18,-9563647872609.19,False,200,2.220446049250313e-16,737.8204206927855,0.016396831473986576,1048.0311316788668,False,385,495,0,0,6,0,0,0,1.0,237,326,0.0
T0_pristine,K3,R2,P3,K3/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.09013904723831914,0.07755840908242552,0.1395692382085158,True,8800,2.220446049250313e-16,43.7146379742249,0.0003444219775683166,0.7576318432946614,False,1019,17,0,0,441,0,0,1,1.0,2,0,0.0
T0_pristine,K3,R2,P4,K3/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.09510937835597918,0.08327412207044853,0.12443837285144675,True,7600,2.220446049250313e-16,42.07859964099967,0.0003275302787193026,0.736145244622038,False,1019,18,0,0,441,0,0,0,1.0,2,0,0.0
T0_pristine,K4,R2,P1,K4/R2/P1,0.0,1024,512,296,0.0019569471624266144,255540471399.2355,4.750403286832453e+27,-1.8589631852916212e+16,False,200,2.220446049250313e-16,7689.854855810202,0.007539634410739967,3493.3767080239645,False,333,837,1,6,5,0,0,0,0.0,191,409,0.0
T0_pristine,K4,R2,P2,K4/R2/P2,0.0,1024,512,296,0.0019569471624266144,0.015451445604883788,0.0014619881937147818,0.905381785555865,False,20000,2.220446049250313e-16,7.266659540214743,0.015048955492852878,0.9648336148295272,False,346,7,0,0,0,0,0,0,1.0,253,0,0.0
T0_pristine,K4,R2,P3,K4/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.10872774034444105,0.08046280963727308,0.25996061922768615,False,20000,2.220446049250313e-16,10.161072354783991,0.007539634410739965,0.77528271379898,False,325,8,1,6,5,0,0,0,0.0,191,0,0.0
T0_pristine,K4,R2,P4,K4/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.15488363710809083,0.1502110381149007,0.03016844826499786,False,20000,2.220446049250313e-16,7.205344788980822,0.00987762633126354,0.43756483996533924,False,325,12,1,6,5,0,0,0,0.0,191,0,0.0
T0_pristine,K3,R1,P2,K3/R1/P2,0.0,1024,512,296,0.0019569471624266144,545126.9530891606,5.213402225213625e+18,-9563647872609.19,False,200,2.220446049250313e-16,737.8204206927855,0.016396831473986576,1048.0311316788668,True,385,495,0,0,6,0,0,0,1.0,237,326,0.0
T0_pristine,K3,R3,P2,K3/R3/P2,0.0,1024,512,296,0.0019569471624266144,2.443778162631908,2.443778161677119,3.907020494913023e-10,True,200,2.220446049250313e-16,0.01139788947981844,0.04921363518396884,3.92787977413022e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,0.0
T1_vacancy,K1,R2,P1,K1/R2/P1,0.0,1023,512,296,0.0019569471624266144,421469714934.3586,3.230166353134797e+26,-766405328467757.6,False,200,1.1113082866238126e-16,99071.22212475097,8.333832063589806e-05,3195.473355454898,False,534,1071,0,0,0,2,5,38,nan,361,675,-0.7501265419358925
T1_vacancy,K1,R2,P2,K1/R2/P2,0.0,1023,512,296,0.0019569471624266144,0.03324409780744248,0.0014470703563175754,0.9564713602787677,False,20000,1.1113082866238126e-16,45.30809486474937,0.00015169046018320833,0.9879091108802558,False,498,3,0,0,0,0,0,0,1.0,345,0,0.36136891751195216
T1_vacancy,K1,R2,P3,K1/R2/P3,0.0,1023,512,296,0.0019569471624266144,0.09658412868669247,0.07758857688759117,0.1966736363147265,True,19600,1.1113082866238126e-16,38.8359134758791,8.333832063589805e-05,0.8149785348562941,False,518,9,0,0,0,0,0,0,1.0,361,0,0.00012009892455618376
T1_vacancy,K1,R2,P4,K1/R2/P4,0.0,1023,512,296,0.0019569471624266144,0.1238769434972315,0.1133946740195247,0.0846184058290158,True,4400,1.1113082866238126e-16,31.031070003306123,0.000373653642302659,0.659468757269683,False,518,13,0,0,0,0,0,0,1.0,361,3,0.1836924672031621
T1_vacancy,K2,R2,P1,K2/R2/P1,0.0,1023,512,296,0.0019569471624266144,2663371547690.542,2.1095163190997333e+32,-7.920473284806746e+19,False,200,4.44523314649525e-16,337358.2790504031,0.00035187021056077395,60183.8824833904,False,1023,971,0,0,449,0,0,133,1.0,3,395,-9.342840170722825e-05
T1_vacancy,K2,R2,P2,K2/R2/P2,0.0,1023,512,296,0.0019569471624266144,288849.40227213915,1.6249904238712689e+19,-56257358024243.27,False,200,4.44523314649525e-16,661.3814164611631,0.025117536801536805,1711.5517207292291,False,356,694,0,0,0,0,0,0,1.0,216,538,-0.9997226161233606
T1_vacancy,K2,R2,P3,K2/R2/P3,0.0,1023,512,296,0.0019569471624266144,0.10024008532990165,0.07757888647962478,0.22606922944744368,True,13600,4.44523314649525e-16,58.248813575514305,0.00035187021056077374,0.840136382082946,False,1023,14,0,0,449,0,0,0,1.0,3,0,-4.423353003254079e-05
T1_vacancy,K2,R2,P4,K2/R2/P4,0.0,1023,512,296,0.0019569471624266144,0.12296088446439388,0.10431562940400822,0.15163566154881403,True,6800,4.44523314649525e-16,52.6345265855847,0.0003704201973614465,0.7726332963943147,False,1023,18,0,0,449,0,0,0,1.0,3,0,-0.0008364378146640154
T1_vacancy,K3,R2,P1,K3/R2/P1,0.0,1023,512,296,0.0019569471624266144,2946235635204.6187,6.174728257875397e+32,-2.0958025841835144e+20,False,200,0.0,344240.08599528874,0.0003306800034718971,70589.29379135405,False,1007,966,0,0,440,6,0,63,nan,3,512,0.05940303532320599
T1_vacancy,K3,R2,P2,K3/R2/P2,0.0,1023,512,296,0.0019569471624266144,2571.320398248117,94753063602493.08,-36849963802.441185,False,200,0.0,477.16080389326225,0.01784342967869526,158.41134256722734,False,389,402,0,0,0,1,0,7,nan,252,263,-0.999981825100096
T1_vacancy,K3,R2,P3,K3/R2/P3,0.0,1023,512,296,0.0019569471624266144,0.08954166863003868,0.07755386292716134,0.13387963264798683,True,8600,0.0,42.50381238457461,0.0003306800034718972,0.7498970739046018,False,1007,19,0,0,440,0,0,1,1.0,3,0,-5.861589114538327e-05
T1_vacancy,K3,R2,P4,K3/R2/P4,0.0,1023,512,296,0.0019569471624266144,0.09358715844317554,0.08219721599456134,0.12170411665538464,True,7400,0.0,41.18740355613058,0.00031917436000023956,0.7319686819590193,False,1007,20,0,0,440,0,0,0,1.0,3,0,-0.012932061595031205
T1_vacancy,K4,R2,P1,K4/R2/P1,0.0,1023,512,296,0.0019569471624266144,257327149727.15726,5.580329240050896e+27,-2.1685738352784356e+16,False,200,3.333924859871438e-16,7719.358520357585,0.008670234301961417,3866.534621454785,False,324,860,0,4,8,0,2,11,0.5,172,462,0.17470642029886135
T1_vacancy,K4,R2,P2,K4/R2/P2,0.0,1023,512,296,0.0019569471624266144,0.006064919934569968,0.0003221110204165047,0.9468894851223879,False,20000,3.333924859871438e-16,5.994685681333019,0.011353593856819695,0.9468355011699816,False,367,2,1,0,1,0,0,0,0.0,243,0,-0.779676045400853
T1_vacancy,K4,R2,P3,K4/R2/P3,0.0,1023,512,296,0.0019569471624266144,0.11095816647324257,0.080091061628219,0.27818686831371836,False,20000,3.333924859871438e-16,9.757771257168146,0.008670234301961413,0.7952765369640391,False,324,7,0,4,8,0,0,0,0.0,172,0,-0.004620122149971206
T1_vacancy,K4,R2,P4,K4/R2/P4,0.0,1023,512,296,0.0019569471624266144,0.15805499935845804,0.15351834417357665,0.028703016059571526,True,15600,3.333924859871438e-16,6.810686186788038,0.011501447892236883,0.4349001144969934,False,324,14,0,4,8,0,0,0,0.0,172,0,0.022017729856484383
T1_vacancy,K3,R1,P2,K3/R1/P2,0.0,1023,512,296,0.0019569471624266144,557.582165390469,9953742225.856445,-17851614.140677866,False,200,0.0,381.62129078233204,0.007348257114925356,33.294924394719764,True,400,425,0,0,0,5,0,0,nan,230,282,-0.9999999980907397
T1_vacancy,K3,R3,P2,K3/R3/P2,0.0,1023,512,296,0.0019569471624266144,2.4437796732104586,2.443779672270153,3.847751176017521e-10,True,200,0.0,0.011309467535517814,0.04467292350970647,3.896361667676233e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,6.18138363745136e-07
T2_stone_wales,K1,R2,P1,K1/R2/P1,0.0,1024,512,296,0.0019569471624266144,445001942810.4552,1.2534813743968392e+27,-2816799779525341.0,False,200,0.0,103509.75979654118,8.282610549317203e-05,3651.120112022871,False,507,1030,2,0,0,3,2,53,2.5,357,624,-0.03035419418716893
T2_stone_wales,K1,R2,P2,K1/R2/P2,0.0,1024,512,296,0.0019569471624266144,0.036279599026993216,0.0012109178295868178,0.9666226236765778,False,20000,0.0,48.5273238614209,0.00014550964805588672,0.989224469887225,False,487,4,1,0,0,0,0,0,0.0,346,0,0.139202311527931
T2_stone_wales,K1,R2,P3,K1/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.08611645444281754,0.07756592013998022,0.09929036626229185,True,12000,0.0,26.500119366743288,8.282610549317203e-05,0.6893950370631068,False,495,10,2,0,0,0,0,0,0.0,343,2,-0.00017194752829738214
T2_stone_wales,K1,R2,P4,K1/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.09794177539279514,0.09211159478340268,0.059527005570509,True,4000,0.0,23.0264478141768,0.0002828464620618088,0.5886793285173568,False,495,16,2,0,0,0,0,0,0.0,343,1,-0.03847511507982864
T2_stone_wales,K2,R2,P1,K2/R2/P1,0.0,1024,512,296,0.0019569471624266144,2659737001513.5576,2.093521606931698e+32,-7.871160215240652e+19,False,200,0.0,338209.24067699956,0.00028502258852258533,60053.678649111185,False,1024,974,2,1,429,1,0,120,0.3333333333333333,0,416,-0.007674890399814396
T2_stone_wales,K2,R2,P2,K2/R2/P2,0.0,1024,512,296,0.0019569471624266144,9341635.13825616,2.9308342635531317e+22,-3137388926217729.5,False,200,0.0,1026.8119240164692,0.017775876759973445,4405.2679904962015,False,376,632,0,0,0,5,5,0,nan,252,450,-0.49971017806041146
T2_stone_wales,K2,R2,P3,K2/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.10024089961201951,0.07757840537948257,0.22608031572194273,True,13200,0.0,58.46453007177513,0.0002850225885225852,0.840228313131777,False,1024,9,2,1,429,0,0,0,0.0,0,0,-5.043468711642533e-05
T2_stone_wales,K2,R2,P4,K2/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.12294357199144341,0.10429394325376071,0.15169258901132854,True,6600,0.0,52.75223265417983,0.0003145410291779267,0.7727761738790947,False,1024,13,2,1,429,0,0,0,0.0,0,2,-0.0010441536790574068
T2_stone_wales,K3,R2,P1,K3/R2/P1,0.0,1024,512,296,0.0019569471624266144,36942605630785.6,1.2569214402691982e+45,-3.402362715914549e+31,False,200,0.0,347243.21884394035,0.000514149909514423,15068570.413585197,False,1015,963,2,1,428,9,0,37,3.0,8,522,2156510105987.3357
T2_stone_wales,K3,R2,P2,K3/R2/P2,0.0,1024,512,296,0.0019569471624266144,236688.6869049267,1.084082324047918e+19,-45802033811753.3,False,200,0.0,603.0643573406883,0.014201837878010447,1207.814395426546,False,399,464,0,0,2,0,0,4,1.0,279,292,1.0794143195108958
T2_stone_wales,K3,R2,P3,K3/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.07759254561167368,0.07750385111827156,0.00114308008202248,True,800,0.0,3.5328410462547133,0.0005141499095144231,0.09521739309778143,False,1024,900,2,1,436,0,0,364,0.0,0,95,-0.000703443569813043
T2_stone_wales,K3,R2,P4,K3/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.07759254561167368,0.07750385111827156,0.00114308008202248,True,800,0.0,3.5328410462547133,0.0005141499095144231,0.09521739309778143,False,1024,900,2,1,436,0,0,364,0.0,0,95,-0.06929248617350077
T2_stone_wales,K4,R2,P1,K4/R2/P1,0.0,1024,512,296,0.0019569471624266144,254352361661.5327,2.806315620297787e+27,-1.1033180906856126e+16,False,200,2.220446049250313e-16,7403.524578701116,0.007356403921373915,3138.963960535693,False,308,783,1,5,7,0,0,0,0.0,145,442,-0.40924686792875953
T2_stone_wales,K4,R2,P2,K4/R2/P2,0.0,1024,512,296,0.0019569471624266144,0.009458143424459253,0.0007349981759317052,0.922289381441292,False,20000,2.220446049250313e-16,6.483971971011215,0.01373150830469305,0.9579403192703498,False,369,7,2,0,3,0,0,0,0.0,241,1,-0.4972612097063928
T2_stone_wales,K4,R2,P3,K4/R2/P3,0.0,1024,512,296,0.0019569471624266144,0.11572236360304707,0.08085940926859124,0.30126375964842333,False,20000,2.220446049250313e-16,10.897639744222081,0.007356403921373909,0.7950024932596214,False,301,8,1,5,7,0,0,0,0.0,130,0,0.004928980644673432
T2_stone_wales,K4,R2,P4,K4/R2/P4,0.0,1024,512,296,0.0019569471624266144,0.16482845192008952,0.16028243894524885,0.02758026858763814,False,20000,2.220446049250313e-16,7.542983177413429,0.009080672251364592,0.4242144755473804,False,301,10,1,5,7,0,0,0,0.0,130,0,0.06704834049974583
T2_stone_wales,K3,R1,P2,K3/R1/P2,0.0,1024,512,296,0.0019569471624266144,770842.1200717037,1.458072262735913e+22,-1.8915316441196588e+16,False,200,0.0,431.9633353679237,0.0033464788179799823,8184.420710776881,True,407,606,2,0,0,4,0,2,2.0,254,413,2795.776845040317
T2_stone_wales,K3,R3,P2,K3/R3/P2,0.0,1024,512,296,0.0019569471624266144,2.4437788619771506,2.4437788608657476,4.547886827847191e-10,True,200,0.0,0.011439703313339654,0.04040721283320907,4.276026504680094e-05,False,0,0,0,0,0,0,0,0,1.0,0,0,2.861096967542761e-07
T3_dislocation_dipole,K1,R2,P1,K1/R2/P1,0.0,856,512,198,0.0019569471624266144,499222373768.51276,8.23179666878743e+25,-164892382660005.3,False,200,0.0,61984.07335409478,3.433623661261068e-05,1999.6248363852924,False,349,420,0,0,3,3,1,2,nan,215,215,-0.9363219328405691
T3_dislocation_dipole,K1,R2,P2,K1/R2/P2,0.0,856,512,198,0.0019569471624266144,0.013875670513383946,0.00025535615173732267,0.9815968423658507,False,20000,0.0,27.19488563062121,3.605870699893268e-05,0.9843376875650678,False,303,3,0,1,4,0,0,0,0.0,192,0,-0.7597670864080884
T3_dislocation_dipole,K1,R2,P3,K1/R2/P3,0.0,856,512,198,0.0019569471624266144,0.06643065621427927,0.05205605007682435,0.21638512934582593,False,20000,0.0,29.87881718003292,3.433623661261075e-05,0.8143186267801887,False,333,7,0,0,3,0,0,0,1.0,215,0,-0.3289952717152929
T3_dislocation_dipole,K1,R2,P4,K1/R2/P4,0.0,856,512,198,0.0019569471624266144,0.08741873371650037,0.08266288731243122,0.05440305758136916,True,4400,0.0,22.7633247238195,0.00031577397923846737,0.5695945837956026,False,333,23,0,0,3,0,0,0,1.0,215,3,-0.13710729472055314
T3_dislocation_dipole,K2,R2,P1,K2/R2/P1,0.0,856,512,198,0.0019569471624266144,2428993854832.7476,1.8057829481415743e+32,-7.434283724303265e+19,False,200,2.656234526205982e-16,372760.07737792685,0.0007853709516194648,58827.06121753967,False,856,821,0,0,361,15,1,75,nan,16,400,-0.14406244674254462
T3_dislocation_dipole,K2,R2,P2,K2/R2/P2,0.0,856,512,198,0.0019569471624266144,13383671.864546781,6.7872115713973215e+22,-5071262684926233.0,False,200,2.656234526205982e-16,1455.1319683650586,0.03148240817789288,5689.395431571803,False,294,404,0,0,0,1,1,0,nan,175,250,0.1585687088304112
T3_dislocation_dipole,K2,R2,P3,K2/R2/P3,0.0,856,512,198,0.0019569471624266144,0.0713874137342829,0.05189496602671023,0.27305160234725895,False,20000,2.656234526205982e-16,70.51326198912491,0.0007853709516194654,0.8679798830393884,False,856,8,0,0,361,0,0,0,1.0,16,0,-0.33109802313544456
T3_dislocation_dipole,K2,R2,P4,K2/R2/P4,0.0,856,512,198,0.0019569471624266144,0.09994489630458897,0.08642187823301144,0.13530473862682496,True,8200,2.656234526205982e-16,59.413939309108414,0.0007271718310435217,0.7511060634564471,False,856,12,0,0,361,0,0,0,1.0,16,0,-0.17222766905219708
T3_dislocation_dipole,K3,R2,P1,K3/R2/P1,0.0,856,512,198,0.0019569471624266144,24311373392661.273,4.8842281550333343e+45,-2.009030126001728e+32,False,200,0.0,386205.9633264915,0.0011252899470876815,16797495.859363187,False,844,701,0,0,357,1,0,6,nan,16,540,8379909068959.022
T3_dislocation_dipole,K3,R2,P2,K3/R2/P2,0.0,856,512,198,0.0019569471624266144,200651.05161787587,3.0140018055307914e+18,-15021111433148.729,False,200,0.0,565.893802085736,0.030581465144820852,1186.8985322997312,False,327,250,3,1,0,0,0,2,0.0,212,118,-0.4218743010170697
T3_dislocation_dipole,K3,R2,P3,K3/R2/P3,0.0,856,512,198,0.0019569471624266144,0.051894257185644284,0.051844132125872876,0.000965907645466297,True,800,0.0,3.5252745928385125,0.001125289947087682,0.08810453946367063,False,856,653,0,0,368,0,0,247,1.0,16,70,-0.3315472462724795
T3_dislocation_dipole,K3,R2,P4,K3/R2/P4,0.0,856,512,198,0.0019569471624266144,0.051894257185644284,0.051844132125872876,0.000965907645466297,True,800,0.0,3.5252745928385125,0.001125289947087682,0.08810453946367063,False,856,653,0,0,368,0,0,247,1.0,16,70,-0.3774280552364923
T3_dislocation_dipole,K4,R2,P1,K4/R2/P1,0.0,856,512,198,0.0019569471624266144,429334608682.40405,1.0017207091592653e+29,-2.3331934787029434e+17,False,200,1.328117263102991e-16,13521.554676735353,0.009854937774491365,7506.847914760002,False,354,421,2,0,1,7,4,3,5.5,233,242,20.087066690441098
T3_dislocation_dipole,K4,R2,P2,K4/R2/P2,0.0,856,512,198,0.0019569471624266144,0.01609892907849351,0.0012468489517249621,0.9225508140544192,False,20000,1.328117263102991e-16,9.688522340188706,0.01709651070523267,0.9721201738783573,False,300,10,0,0,0,0,0,0,1.0,177,0,-0.14715525263112422
T3_dislocation_dipole,K4,R2,P3,K4/R2/P3,0.0,856,512,198,0.0019569471624266144,0.07168354764706444,0.05287825691722163,0.26233761228491487,False,20000,1.328117263102991e-16,12.156329542747262,0.009854937774491365,0.8020811288055538,False,354,5,2,0,1,0,0,0,0.0,233,0,-0.34282363298526125
T3_dislocation_dipole,K4,R2,P4,K4/R2/P4,0.0,856,512,198,0.0019569471624266144,0.10699601112473055,0.10344770911445128,0.03316293731868972,False,20000,1.328117263102991e-16,8.636337178435822,0.013064169698786826,0.4561591225379773,False,354,8,2,0,1,0,0,0,0.0,233,0,-0.31131752757529585
